candidate_id,stem,seed,source_row_index,neoplastic_centroid_count,inflammatory_centroid_count,candidate_order,seed_index,config_id,green_sd,controlnet_strength,denoising_steps,spatial_score
candidate_0483,TCGA-OL-A5RX_x86016_y18432_BL,1190805874,636,2,25,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.7971014492753623
candidate_0484,TCGA-C8-A131_x17408_y31744_TR,1919006840,637,11,1,6,6,cfg00_g0_c2_s30,0.0,2.0,30,1.0
candidate_0485,TCGA-C8-A8HP_x43008_y26624_TR,962891694,638,53,1,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.9454545454545454
candidate_0486,TCGA-AO-A0JC_x7168_y18432_BR,1768605348,639,539,5,12,4,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7210144927536232
candidate_0487,TCGA-A7-A13H_x9216_y18432_BL,383503161,640,9,4,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.7111111111111111
candidate_0488,TCGA-WT-AB44_x47104_y61440_TR,243410047,641,6,1,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.6274509803921569
candidate_0489,TCGA-A8-A07C_x25600_y26624_TL,765914941,643,42,10,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.825
candidate_0490,TCGA-BH-A0BW_x78848_y56320_TR,1456379729,644,25,8,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.4676258992805755
candidate_0491,TCGA-A8-A08O_x10240_y18432_TL,2007270543,645,18,19,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.78125
candidate_0492,TCGA-LL-A73Y_x56320_y16384_BL,1543786777,646,91,18,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.911504424778761
candidate_0493,TCGA-BH-A1F0_x28672_y10240_TR,1724203299,648,56,5,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7580645161290323
candidate_0494,TCGA-EW-A1PA_x45056_y15360_TL,1162546222,649,9,2,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.6338028169014085
candidate_0495,TCGA-D8-A1XT_x11264_y35840_BL,1044460569,650,9,2,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.8035714285714286
candidate_0496,TCGA-C8-A12Q_x51200_y50176_TL,1170701279,651,22,1,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.6756756756756757
candidate_0497,TCGA-E9-A228_x66560_y25600_BR,394569909,653,16,6,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.6307692307692307
candidate_0498,TCGA-BH-A18T_x65536_y26624_BR,1429445392,654,42,15,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8507462686567164
candidate_0499,TCGA-A1-A0SO_x69632_y8192_TL,1543802105,655,16,11,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.782608695652174
candidate_0500,TCGA-E2-A576_x44032_y21504_TL,1933709183,657,4,3,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8360655737704918
candidate_0501,TCGA-A8-A07O_x9216_y27648_BR,1792618411,658,100,4,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.9333333333333332
candidate_0502,TCGA-D8-A1Y1_x24576_y3072_TR,1745802804,659,32,1,15,7,cfg01_gm1_c2_s30,-1.0,2.0,30,0.625
candidate_0503,TCGA-BH-A5IZ_x73728_y37888_BL,1891737249,660,90,1,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.9375
candidate_0504,TCGA-AC-A3W6_x7168_y4096_TR,896701163,662,9,1,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8169014084507042
candidate_0505,TCGA-D8-A27F_x134144_y14336_TL,1715606503,663,10,11,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7096774193548387
candidate_0506,TCGA-AN-A0FY_x14336_y38912_TL,1935122982,664,56,1,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.9333333333333332
candidate_0507,TCGA-EW-A1IY_x75776_y24576_TR,1532724199,665,88,2,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.956043956043956
candidate_0508,TCGA-EW-A2FV_x37888_y65536_BR,1664484645,667,2,15,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.8833333333333333
candidate_0509,TCGA-E2-A1LH_x46080_y33792_TL,445607577,668,32,7,15,7,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7037037037037037
candidate_0510,TCGA-E2-A15G_x43008_y59392_BR,463808407,669,69,2,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8247422680412371
candidate_0511,TCGA-D8-A27F_x141312_y27648_BL,945215179,670,109,1,12,4,cfg01_gm1_c2_s30,-1.0,2.0,30,0.982608695652174
candidate_0512,TCGA-XX-A899_x31744_y54272_TR,1990485787,671,13,4,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.6851851851851852
candidate_0513,TCGA-AR-A250_x15360_y47104_TR,543489136,674,23,2,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.7837837837837838
candidate_0514,TCGA-A7-A4SF_x17408_y22528_BR,2036799076,675,51,7,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7553191489361702
candidate_0515,TCGA-B6-A0X4_x21504_y32768_TL,273255669,676,85,3,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8260869565217391
candidate_0516,TCGA-E2-A14N_x32768_y28672_TL,435403236,677,43,4,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8148148148148148
candidate_0517,TCGA-AR-A24X_x16384_y13312_BR,1023711983,678,11,7,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7291666666666666
candidate_0518,TCGA-E2-A15G_x38912_y68608_TR,2053680411,679,71,6,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8431372549019608
candidate_0519,TCGA-LL-A9Q3_x24576_y28672_BL,1207549095,680,17,12,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.7083333333333334
candidate_0520,TCGA-C8-A135_x59392_y74752_TR,739123799,681,15,22,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8524590163934426
candidate_0521,TCGA-A2-A0D4_x46080_y58368_BL,1242707024,683,6,9,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8095238095238095
candidate_0522,TCGA-E9-A1NC_x39936_y35840_BR,919676982,684,9,6,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.7721518987341772
candidate_0523,TCGA-BH-A0HK_x67584_y37888_TR,907916143,685,20,8,9,1,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7538461538461538
candidate_0524,TCGA-AN-A0XT_x38912_y35840_TL,1764694451,686,27,19,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7256637168141593
candidate_0525,TCGA-E2-A56Z_x44032_y25600_TR,1904925873,687,51,16,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.9125
candidate_0526,TCGA-AO-A1KR_x36864_y27648_TR,256051360,688,18,216,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8636363636363636
candidate_0527,TCGA-B6-A0I6_x35840_y50176_TR,1922761133,690,103,1,3,3,cfg00_g0_c2_s30,0.0,2.0,30,1.0
candidate_0528,TCGA-BH-A18R_x67584_y11264_BL,716093546,691,105,1,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.954954954954955
candidate_0529,TCGA-B6-A0X5_x61440_y33792_TR,892285335,692,46,31,12,4,cfg01_gm1_c2_s30,-1.0,2.0,30,0.6917293233082706
candidate_0530,TCGA-B6-A0WY_x47104_y21504_BR,1068845411,693,21,2,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7317073170731707
candidate_0531,TCGA-A1-A0SJ_x23552_y23552_BR,1748348225,695,47,1,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.9104477611940298
candidate_0532,TCGA-AO-A0J3_x3072_y24576_BR,1262927528,697,33,123,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7553763440860215
candidate_0533,TCGA-AR-A24S_x24576_y57344_TR,896558028,699,49,2,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8591549295774648
candidate_0534,TCGA-D8-A1JB_x17408_y26624_TR,1946943955,700,50,30,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.7664233576642335
candidate_0535,TCGA-E2-A572_x71680_y27648_BL,548990599,701,76,7,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8285714285714286
candidate_0536,TCGA-HN-A2NL_x4096_y21504_TL,1648418675,702,2,95,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.7816901408450704
candidate_0537,TCGA-AR-A24R_x21504_y15360_TL,765022597,703,121,5,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.9
candidate_0538,TCGA-E2-A9RU_x41984_y74752_TR,582784119,705,3,1,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.7586206896551724
candidate_0539,TCGA-E2-A109_x62464_y44032_BR,83961721,706,33,2,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.6212121212121212
candidate_0540,TCGA-A8-A06Q_x9216_y9216_TL,566691511,708,19,4,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8235294117647058
candidate_0541,TCGA-BH-A0BF_x108544_y47104_BR,168882353,709,16,4,15,7,cfg01_gm1_c2_s30,-1.0,2.0,30,0.9130434782608696
candidate_0542,TCGA-AR-A0TU_x26624_y36864_TL,1110560656,710,88,3,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.9607843137254902
candidate_0543,TCGA-D8-A1J8_x32768_y65536_TL,2325288,711,16,8,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8253968253968254
candidate_0544,TCGA-AR-A24W_x29696_y28672_TR,1329129844,712,10,13,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7294117647058823
candidate_0545,TCGA-BH-A0DH_x22528_y27648_TR,1003794831,713,42,6,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7926829268292683
candidate_0546,TCGA-PE-A5DD_x34816_y51200_BL,490368336,714,3,2,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.55
candidate_0547,TCGA-C8-A12O_x32768_y16384_BL,981646485,715,4,2,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7777777777777778
candidate_0548,TCGA-GM-A3XG_x76800_y44032_TR,2056982206,717,101,4,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.9210526315789472
candidate_0549,TCGA-EW-A1P5_x174080_y50176_BL,309764996,718,29,2,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.696969696969697
candidate_0550,TCGA-GM-A2DN_x37888_y57344_TL,1273242209,721,32,3,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8507462686567164
candidate_0551,TCGA-BH-A1FG_x31744_y54272_BL,1416761888,723,10,10,13,5,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8
candidate_0552,TCGA-E2-A14U_x100352_y29696_BR,1217307745,724,34,3,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.75
candidate_0553,TCGA-BH-A0DH_x50176_y30720_TL,1939889168,726,11,6,8,0,cfg01_gm1_c2_s30,-1.0,2.0,30,0.5789473684210527
candidate_0554,TCGA-AR-A2LL_x10240_y12288_BR,2060780888,727,6,4,8,0,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8727272727272727
candidate_0555,TCGA-A8-A08L_x39936_y14336_TR,939557113,729,53,1,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8245614035087719
candidate_0556,TCGA-AO-A0J5_x37888_y32768_BL,944500759,730,88,20,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.7931034482758621
candidate_0557,TCGA-BH-A0E2_x80896_y13312_TR,1788559591,731,25,5,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.723404255319149
candidate_0558,TCGA-A8-A08J_x62464_y83968_BR,1932012745,732,23,3,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7
candidate_0559,TCGA-AO-A03L_x38912_y24576_TR,358555017,734,89,130,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.814935064935065
candidate_0560,TCGA-AO-A0J4_x26624_y24576_BR,1276230266,735,150,5,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.9556962025316456
candidate_0561,TCGA-B6-A0WY_x68608_y22528_TL,2143713035,738,15,4,8,0,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7833333333333333
candidate_0562,TCGA-S3-AA17_x40960_y35840_BL,1888998737,739,16,54,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.76
candidate_0563,TCGA-B6-A3ZX_x24576_y3072_BL,675028078,741,4,29,10,2,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8409090909090909
candidate_0564,TCGA-A8-A07B_x15360_y25600_TR,2120831675,742,12,3,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.7045454545454546
candidate_0565,TCGA-AO-A0J7_x37888_y2048_TR,1492628792,743,19,15,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.8677685950413223
candidate_0566,TCGA-BH-A0BM_x37888_y14336_TR,1345056817,744,14,114,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8269230769230769
candidate_0567,TCGA-AR-A1AI_x23552_y50176_BR,1023729561,745,58,24,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.7849462365591398
candidate_0568,TCGA-BH-A42T_x77824_y68608_TR,2094659422,746,72,4,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.9125
candidate_0569,TCGA-AN-A0XO_x39936_y31744_TR,299275232,747,5,2,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.6333333333333333
candidate_0570,TCGA-BH-A0BZ_x96256_y17408_BR,1910987666,748,3,22,8,0,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8305084745762712
candidate_0571,TCGA-A8-A095_x137216_y26624_TR,662302487,750,16,10,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.7068965517241379
candidate_0572,TCGA-B6-A0WS_x77824_y48128_BR,279920181,751,4,17,15,7,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8115942028985508
candidate_0573,TCGA-A2-A0YJ_x26624_y40960_BL,17327445,752,43,4,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8846153846153846
candidate_0574,TCGA-A2-A25A_x22528_y45056_BR,1896255402,753,90,3,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.8648648648648649
candidate_0575,TCGA-GM-A3XG_x56320_y36864_TL,1038961313,754,72,2,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.978494623655914
candidate_0576,TCGA-BH-A0B8_x47104_y44032_TL,1045363844,755,80,10,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7777777777777778
candidate_0577,TCGA-E2-A9RU_x54272_y50176_BR,1158483293,757,13,6,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.6818181818181818
candidate_0578,TCGA-A8-A07I_x11264_y37888_TL,1443937888,758,4,5,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.8524590163934426
candidate_0579,TCGA-A1-A0SN_x18432_y37888_BL,1560334140,759,11,3,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.851063829787234
candidate_0580,TCGA-E2-A15T_x92160_y52224_TL,1501709193,762,93,5,13,5,cfg01_gm1_c2_s30,-1.0,2.0,30,0.927927927927928
candidate_0581,TCGA-E2-A1IO_x62464_y58368_TL,765856627,763,61,2,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.9
candidate_0582,TCGA-D8-A27R_x28672_y47104_TR,1429289561,764,33,2,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.782608695652174
candidate_0583,TCGA-AN-A0XW_x51200_y22528_TR,1155986623,766,13,5,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8095238095238095
candidate_0584,TCGA-A2-A1G0_x20480_y44032_BL,1718908693,767,44,2,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8
candidate_0585,TCGA-E2-A1IN_x12288_y55296_TR,256043777,769,54,1,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7012987012987013
candidate_0586,TCGA-A2-A4RX_x19456_y20480_BL,386329761,771,55,1,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8214285714285714
candidate_0587,TCGA-D8-A13Z_x67584_y72704_TR,545499051,772,47,1,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8428571428571429
candidate_0588,TCGA-E9-A1N4_x39936_y33792_TR,1158022554,773,73,8,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.7463768115942029
candidate_0589,TCGA-A7-A13E_x110592_y35840_BR,981381210,774,56,3,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.5144927536231884
candidate_0590,TCGA-OL-A5S0_x95232_y6144_TL,377750192,775,11,6,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8
candidate_0591,TCGA-A2-A1G6_x66560_y57344_BR,788612961,776,13,3,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.9111111111111112
candidate_0592,TCGA-AC-A2QJ_x47104_y19456_BL,830414600,778,111,4,9,1,cfg01_gm1_c2_s30,-1.0,2.0,30,0.9576271186440678
candidate_0593,TCGA-BH-A0C3_x46080_y74752_BR,2012524024,780,12,22,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7610619469026548
candidate_0594,TCGA-A7-A4SC_x95232_y32768_TR,1185442322,781,23,2,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.8787878787878788
candidate_0595,TCGA-AR-A254_x75776_y26624_BR,1390043600,782,2,10,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.9080459770114944
candidate_0596,TCGA-LD-A74U_x32768_y48128_TR,354152154,784,61,7,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7553191489361702
candidate_0597,TCGA-AR-A0U3_x84992_y50176_TR,1870655413,786,32,23,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8692307692307693
candidate_0598,TCGA-EW-A1IZ_x72704_y25600_BR,2062887882,787,2,10,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.9078947368421052
candidate_0599,TCGA-D8-A27W_x150528_y17408_TL,1899584045,789,2,3,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.660377358490566
candidate_0600,TCGA-BH-A0BP_x40960_y32768_TR,879398103,790,11,32,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8181818181818182
candidate_0601,TCGA-S3-AA12_x45056_y25600_BL,187439666,791,110,2,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.9078014184397164
candidate_0602,TCGA-BH-A0DE_x40960_y35840_TL,873914076,793,30,14,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.8266666666666667
candidate_0603,TCGA-LL-A7T0_x49152_y65536_BR,1201949004,794,66,7,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.851063829787234
candidate_0604,TCGA-A2-A3XT_x84992_y46080_TR,1016234427,795,83,16,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8823529411764706
candidate_0605,TCGA-AO-A12D_x13312_y36864_TL,1190268119,797,12,206,14,6,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8733333333333333
candidate_0606,TCGA-AO-A1KQ_x10240_y5120_BR,649597277,798,41,2,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.7073170731707317
candidate_0607,TCGA-AR-A24Q_x45056_y3072_BL,884567638,802,102,4,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.9051724137931034
candidate_0608,TCGA-AN-A0FT_x11264_y35840_TR,1676035678,803,36,4,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7857142857142857
candidate_0609,TCGA-A7-A13G_x12288_y6144_TL,663139510,805,27,4,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.8571428571428571
candidate_0610,TCGA-Z7-A8R5_x28672_y63488_TR,669342279,809,3,7,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8235294117647058
candidate_0611,TCGA-E2-A1AZ_x36864_y16384_TL,1461764480,810,43,8,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.9056603773584906
candidate_0612,TCGA-BH-A0B7_x21504_y38912_BR,418826762,811,17,1,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8947368421052632
candidate_0613,TCGA-B6-A2IU_x46080_y63488_TL,1229213346,815,31,1,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.6779661016949152
candidate_0614,TCGA-E2-A14U_x94208_y20480_BR,1490409117,816,21,12,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.7407407407407407
candidate_0615,TCGA-A7-A0D9_x14336_y15360_BR,1811278546,817,22,13,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.979591836734694
candidate_0616,TCGA-AR-A1AT_x20480_y18432_BR,1003373685,818,59,28,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.898989898989899
candidate_0617,TCGA-UL-AAZ6_x38912_y63488_BL,2041886910,820,115,9,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.9136690647482014
candidate_0618,TCGA-AO-A0JC_x26624_y9216_BL,976629871,821,351,322,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.6562962962962963
candidate_0619,TCGA-GI-A2C8_x38912_y24576_BR,347809199,824,16,2,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.7804878048780488
candidate_0620,TCGA-AR-A0U2_x80896_y29696_BL,2001941372,825,56,1,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8493150684931506
candidate_0621,TCGA-AC-A2QJ_x34816_y12288_TL,2123795250,826,18,6,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8490566037735849
candidate_0622,TCGA-B6-A0IO_x13312_y17408_TL,783610692,827,11,2,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.9622641509433962
candidate_0623,TCGA-AC-A23C_x8192_y17408_BR,918496712,828,32,4,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8059701492537313
candidate_0624,TCGA-A2-A3XS_x43008_y20480_TL,1298633993,829,67,1,10,2,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7840909090909091
candidate_0625,TCGA-AN-A0AK_x38912_y29696_TL,1722575203,830,79,1,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.963855421686747
candidate_0626,TCGA-BH-A0DI_x87040_y32768_TL,621896448,831,4,8,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8823529411764706
candidate_0627,TCGA-LL-A7T0_x91136_y45056_TL,1977645736,832,25,5,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.7073170731707317
candidate_0628,TCGA-BH-A0B2_x33792_y8192_BL,1218671374,833,2,23,9,1,cfg01_gm1_c2_s30,-1.0,2.0,30,0.796875
candidate_0629,TCGA-D8-A27N_x159744_y43008_BR,1763895675,834,29,1,10,2,cfg01_gm1_c2_s30,-1.0,2.0,30,0.7435897435897436
candidate_0630,TCGA-A8-A08Z_x30720_y77824_TL,21496533,835,23,8,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8035714285714286
candidate_0631,TCGA-E2-A15R_x59392_y69632_TR,1513923161,836,2,13,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8088235294117647
candidate_0632,TCGA-BH-A0C7_x20480_y45056_TL,1667039860,837,5,87,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8656716417910447
candidate_0633,TCGA-B6-A0RS_x54272_y44032_BR,300893617,839,21,1,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.78
candidate_0634,TCGA-E9-A1RA_x29696_y41984_BL,1576125364,840,6,4,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.9577464788732394
candidate_0635,TCGA-EW-A423_x40960_y69632_TL,1099335329,841,44,35,7,7,cfg00_g0_c2_s30,0.0,2.0,30,0.8522727272727273
candidate_0636,TCGA-E9-A1NA_x20480_y41984_BR,1154749777,842,46,6,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.87
candidate_0637,TCGA-D8-A27K_x39936_y78848_TL,1950561536,843,47,4,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.7397260273972602
candidate_0638,TCGA-A7-A26J_x11264_y17408_BR,2094741542,844,55,1,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.8313253012048193
candidate_0639,TCGA-A2-A0T4_x74752_y39936_TR,428297996,845,18,4,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8163265306122449
candidate_0640,TCGA-D8-A1XZ_x35840_y24576_BR,775220660,846,106,6,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8679245283018868
candidate_0641,TCGA-AR-A2LH_x25600_y30720_BL,849951054,848,11,58,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.8631578947368421
candidate_0642,TCGA-A2-A0CX_x52224_y69632_BL,63595330,849,18,1,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.8421052631578947
candidate_0643,TCGA-A8-A06N_x26624_y14336_BR,1622148445,850,119,3,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.8947368421052632
candidate_0644,TCGA-AR-A1AK_x65536_y29696_BR,1069299860,851,99,94,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8143459915611815
candidate_0645,TCGA-OL-A5RW_x22528_y15360_TR,1742831236,852,3,5,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.8148148148148148
candidate_0646,TCGA-S3-AA10_x22528_y29696_TR,1758287845,853,8,158,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.9242424242424242
candidate_0647,TCGA-A2-A0CM_x16384_y51200_BL,421763946,854,74,3,9,1,cfg01_gm1_c2_s30,-1.0,2.0,30,0.891566265060241
candidate_0648,TCGA-B6-A0RI_x49152_y57344_BL,745537918,855,20,1,15,7,cfg01_gm1_c2_s30,-1.0,2.0,30,0.6
candidate_0649,TCGA-OL-A5RY_x80896_y8192_BL,2046150326,856,4,18,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.8725490196078431
candidate_0650,TCGA-AN-A0FW_x50176_y21504_TR,1826289839,858,4,4,11,3,cfg01_gm1_c2_s30,-1.0,2.0,30,0.8108108108108109
candidate_0651,TCGA-E2-A1B0_x78848_y5120_TR,1657708318,859,27,31,6,6,cfg00_g0_c2_s30,0.0,2.0,30,0.7211538461538461
candidate_0652,TCGA-D8-A27V_x128000_y45056_TR,980248844,861,3,11,5,5,cfg00_g0_c2_s30,0.0,2.0,30,0.8833333333333333
candidate_0653,TCGA-B6-A0X0_x93184_y28672_BL,1399406851,862,19,4,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.9583333333333334
candidate_0654,TCGA-AN-A0XT_x32768_y29696_TL,1124039079,863,17,14,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.7395833333333334
candidate_0655,TCGA-S3-A6ZG_x43008_y32768_BR,1158805238,864,27,8,0,0,cfg00_g0_c2_s30,0.0,2.0,30,0.8260869565217391
candidate_0656,TCGA-E9-A1N4_x39936_y33792_BR,915433167,866,9,12,1,1,cfg00_g0_c2_s30,0.0,2.0,30,0.8067226890756303
candidate_0657,TCGA-A8-A06N_x18432_y24576_TR,2072163177,867,34,1,4,4,cfg00_g0_c2_s30,0.0,2.0,30,0.6268656716417911
candidate_0658,TCGA-E2-A1AZ_x43008_y30720_BR,1929016453,868,19,2,2,2,cfg00_g0_c2_s30,0.0,2.0,30,0.627906976744186
candidate_0659,TCGA-BH-A1F2_x58368_y61440_BL,1112224038,869,25,1,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.6463414634146342
candidate_0660,TCGA-BH-A18F_x51200_y50176_BR,224795017,871,16,15,3,3,cfg00_g0_c2_s30,0.0,2.0,30,0.7710843373493976
